time,open,high,low,close,Bullish Trend,Bearish Trend,Range High,Range Low,LT Range High,LT Range Low,Volume
1536154200,116.64,117.12,115.48,115.92,114.93760078464783,111.14239921535217,,,,,1609201
1536240600,115.68,115.92,112.8,114.4,114.9397833833922,111.14021661660779,119.7210696547738,111.60155095508426,130.35933206379246,106.20994449969332,1942388
1536327000,113.04,114.32,112.5696,114.24,114.93740280237381,111.14259719762617,119.67819272151245,114.07337452818122,128.9524206203857,105.70364145070472,1718588
1536586200,115.04,115.3592,113.3784,113.68,114.93758878757752,111.14241121242246,119.71347026250055,113.65999839971123,128.83124275859353,105.56431873849331,1242658
1536672600,114.16,117.04,113.84,116.8,114.97294749411718,111.10705250588279,119.61514888145594,112.82523532307374,128.3243214615253,105.29649609578848,1551404
1536759000,118,119.68,117.84,118.24,114.97834570577747,111.1016542942225,121.22370799692601,113.46701755370943,131.3472674605615,106.22338494646627,2331057
1536845400,116.88,117.36,115.12,115.92,115.00120385465392,111.07879614534606,122.18922126352228,113.64980315950162,132.48006431455156,106.64668570159736,2303342
1536931800,115.84,117.68,114.48,116,114.9300318990253,111.14996810097469,119.12166480982279,112.97088820104928,130.21774786375175,105.8242224647198,2044780
1537191000,116.88,117.28,115.36,115.76,114.91567941755534,111.16432058244465,119.2194537902008,112.86330424329618,129.40139911273582,105.79823436370994,1802907
1537277400,117.52,118.48,116.68,117.52,115.36386764129688,111.5961323587031,119.47315642352663,112.65263017256503,129.09212540457256,105.65776699159673,1835954
1537363800,117.92,119.6,117.8408,119.52,115.37196670595539,111.5880332940446,120.84056176527189,113.37635122883866,127.52861262776432,106.27045175009732,2182923
1537450200,120.16,120.36,118.24,118.4,116.68012531538659,112.83987468461339,122.50988395425009,114.35620817842646,129.57321585914906,106.9978098155289,1846079
1537536600,119.92,121.212,118.24,119.68,116.54040691050345,112.97959308949652,121.85238578750051,113.81229974329278,124.56383336480205,106.55299056815916,3544984
1537795800,121.76,122.8456,121.36,122,116.96659997535839,113.39900002464162,123.01897492389207,114.53951701718341,125.02734002941874,107.04025523456725,3086344
1537882200,122.56,122.88,121.44,122.16,116.91312110111484,113.48687889888512,125.074675869104,116.31493233124115,126.69160610923247,107.91974192342609,2287982
1537968600,121.36,121.92,120.72,120.88,116.88071560235174,113.51928439764825,125.3664818142268,117.51360907399385,127.01019885666165,107.98973130383588,1383155
1538055000,122.08,122.16,121.2,122.08,116.87437316985434,113.52562683014564,124.39686270006872,117.5083644862925,126.3628755658696,107.51926065268519,1472735
1538141400,121.92,124.56,121.84,124.16,117.73312871987424,114.34687128012574,125.54236240573275,118.42812712873425,127.34789162568518,108.02945846066756,2314640
