time,open,high,low,close,Trend,Trade,Trend,Trade,Buy,Buy,Mega Buy,Sell,Mega Sell,Up Target 1,Down Target 1,Up Target 2,Down Target 2,Period Open,Bullish Trend,Bearish Trend,Range High,Range Low,LT Range High,LT Range Low,Volume,Hurst Exponent 64,Hurst Exponent 256,Period 1,Period 2,Period 3,Vixfix,PlotCandle (Open),PlotCandle (High,PlotCandle (Low),PlotCandle (Close),Plot,Plot,Plot,Plot,Volatility,Trade,Trend,52-weeks high,52-weeks low
1534858200,54.97,55.045,54.385,54.6,53.03748418232495,53.54229394821227,53.03748418232495,53.54229394821227,0,0,0,0,0,55.19,51.98,56.62,50.55,53.41,52.73237286376968,52.047627136230325,,,,,13806258,0.51,0.69,0.43394775527314744,0.8539632378753981,0.5060940642753686,-60.603345295690495,76.4113877229187,76.4113877229187,105.09056343253876,105.09056343253876,202.41211188092336,-39.72994621811358,,,1.1541257724463925,2.7128905407909185,3.6396605415754206,,
1534944600,54.55,54.66,54.185,54.26,53.03979360453809,53.5678255580863,53.03979360453809,53.5678255580863,0,0,0,0,0,55.19,51.98,56.62,50.55,53.41,52.73579677402904,52.04420322597095,55.57519828896039,53.36493256831521,55.79303777567156,53.36493256831521,13573885,0.5,0.69,0.5131928430622045,0.8208858785396016,0.2874669382590764,-79.69101310535623,78.83148939774969,78.83148939774969,83.67169274741168,83.67169274741168,202.41211188092336,-39.72994621811358,,,1.517629952744458,2.6660175765538026,3.635420720219115,,
1535031000,54.1,54.26,53.97,54.13,53.041673137795755,53.584008869533896,53.041673137795755,53.584008869533896,0,0,0,0,0,55.19,51.98,56.62,50.55,53.41,52.73638676313845,52.04361323686155,55.4560305378533,53.1769969033611,55.48551561628941,53.1769969033611,10714330,0.54,0.69,0.545467617205677,0.8052681467211995,0.22465691274563027,-100.21025600074766,49.34932029802702,49.34932029802702,69.00409969784214,69.00409969784214,202.41211188092336,-39.72994621811358,,,1.9083969465648931,2.636306963613061,3.631970123268757,,
1535117400,54.1,54.21,53.895,54.06,53.043400564093865,53.596645776611,53.043400564093865,53.596645776611,0,0,0,0,0,55.19,51.98,56.62,50.55,53.41,52.73680396223411,52.04319603776588,55.4614615019233,53.08749882375446,55.4614615019233,53.08749882375446,9570526,0.55,0.69,0.664406957030286,0.6233493976138615,0.32086893428674945,-107.36813142937206,16.361695393936913,16.361695393936913,51.4566315965404,51.4566315965404,202.41211188092336,-39.72994621811358,,,2.044711014176663,2.613107122458693,3.628798776397444,,
1535376600,54.15,54.32,53.88,54.09,53.04509486866111,53.60820476576351,53.04509486866111,53.60820476576351,0,0,0,0,0,55.19,51.98,56.62,50.55,53.41,52.73606545454101,52.04393454545898,55.47062162843016,53.03423353331734,55.47062162843016,53.03423353331734,10631636,0.55,0.69,0.6890225398021549,0.7595132115461093,0.7676113901311068,-108.79970651509707,-11.004298983872207,-11.004298983872207,30.63632140306953,30.63632140306953,202.41211188092336,-39.72994621811358,,,2.0719738276990194,2.5918862089387056,3.6256882370394052,,
1535463000,54.08,54.244,53.83,53.91,53.04668688690555,53.617369284753174,53.04668688690555,53.617369284753174,0,0,0,0,0,55.19,51.98,56.62,50.55,53.41,52.72694435159184,52.05305564840816,55.526145160067585,53.050339555136716,55.526145160067585,53.050339555136716,12621515,0.58,0.69,0.24370919874272412,0.46070576233300936,0.9833224509699177,-113.571623467514,-49.932433348779625,-49.932433348779625,3.780069819119813,3.780069819119813,202.41211188092336,-39.72994621811358,,,2.1628498727735455,2.5750612545792877,3.622765483064848,,
1535549400,53.99,54.065,53.85,53.97,53.04831528473391,53.62695088142952,53.04831528473391,53.62695088142952,0,0,0,0,0,55.19,51.98,56.62,50.55,53.41,52.737036599539294,52.102963400460716,55.437762341069146,53.15587586516368,55.51163759912896,52.91458113188311,8681006,0.63,0.69,0.11326777207628631,0.6991219094671449,1.0190505823663052,-111.66285668654712,-99.83008240752218,-99.83008240752218,-30.75664758976085,-30.75664758976085,202.41211188092336,-39.72994621811358,,,2.126499454743733,2.557470595762207,3.6197759405507197,,
1535635800,53.89,54.065,53.69,53.8,53.04962394550367,53.62994496451071,53.04962394550367,53.62994496451071,0,0,0,0,0,55.19,51.98,56.62,50.55,53.41,52.74834206833862,52.11165793166138,55.499904551060354,53.53203732177518,55.58369877759884,52.95304231047199,11092511,0.62,0.7,-0.6376390175716428,0.6025559634681392,1.0682139578446466,-126.93299093428037,-150.1579665939833,-150.1579665939833,-70.557087257835,-70.557087257835,202.41211188092336,-39.72994621811358,,,2.417302798982198,2.551973819417893,3.617373396811322,,
1535722200,53.8,53.965,53.555,53.78,53.05066295859957,53.62758045609853,53.05066295859957,53.62758045609853,0,0,0,0,0,55.19,51.98,56.62,50.55,53.41,52.74511891117952,52.11488108882049,55.39609706107494,53.375272002139354,55.61366029987435,52.81915892586209,10472931,0.61,0.7,-0.9811989701207013,0.437477806364841,1.0349372995278368,-134.17963940581228,-185.26765082164994,-185.26765082164994,-108.79394177910663,-108.79394177910663,202.41211188092336,-48.50381380794559,,,2.662668120683394,2.556314772408697,3.6154658937621154,,
1536067800,53.71,53.94,53.56,53.71,53.05170978585511,53.62550279115349,53.05170978585511,53.62550279115349,0,0,0,0,0,56.465,52.555,57.620000000000005,51.4,53.71,52.74323239816639,52.11676760183361,55.39358453576733,53.327190384973576,55.62158915603523,52.79745132691914,9571079,0.64,0.7,-1.0134765246557684,0.5646787214107317,0.9225286088672366,-144.82245259725897,-208.72672730887973,-208.72672730887973,-142.104870289031,-142.104870289031,202.41211188092333,-69.33333333333792,,,2.6535805161759374,2.56012911530153,3.6135440448558493,,
1536154200,53.55,54.33,53.49,54.33,53.05261606000925,53.6207889562063,53.05261606000925,53.6207889562063,0,0,0,0,0,56.465,52.555,57.620000000000005,51.4,53.71,52.82586716108972,52.18413283891029,55.35046305469705,53.24287630283472,55.639049867673236,52.73686447125529,14723846,0.63,0.69,-0.21320845281543246,0.8040595623458581,1.007754803785935,-145.31841990067446,-168.48739394929243,-168.48739394929243,-150.89904484245147,-150.89904484245147,202.41211188092333,-69.33333333333792,,,2.7808069792802637,2.568783149183049,3.611880234535019,,
1536240600,54.31,54.51,54.125,54.48,53.05477656738186,53.64091291870801,53.05477656738186,53.64091291870801,0,0,0,0,0,56.465,52.555,57.620000000000005,51.4,53.71,53.0909985490031,52.44900145099689,55.595505925265,53.61017574563341,55.866843483437,53.22082291972545,12333786,0.63,0.7,0.17654227223654922,0.6873715744310851,1.159387040182841,-85.00652667392417,-135.70786594110024,-135.70786594110024,-105.32550813839775,-105.32550813839775,202.41211188092333,-69.33333333333792,,,1.626681206833884,2.5318379749732776,3.6079138029112405,,
1536327000,54.31,54.41,53.99,54.37,53.05666572508939,53.65500652973907,53.05666572508939,53.65500652973907,0,0,0,0,0,56.465,52.555,57.620000000000005,51.4,53.71,53.24911963158983,52.62088036841018,55.584062207470076,53.61990211910607,55.97653445097799,53.33399160714007,9247266,0.61,0.7,0.19303356068872707,0.49979989722623175,1.2652256479468893,-97.82874019457172,-108.8511516849821,-108.8511516849821,-55.13772317274581,-55.13772317274581,202.41211188092333,-69.33333333333792,,,1.87204652853508,2.505963800603152,3.604445536628771,,
1536586200,54.5,54.88,54.5,54.56,53.05955989946483,53.68834745014146,53.05955989946483,53.68834745014146,0,0,0,0,0,56.465,52.555,57.620000000000005,51.4,53.71,53.24586232722684,52.62413767277316,54.80193138358412,53.559878933664095,55.97956000435962,53.25157676961746,8361574,0.61,0.69,0.40461129456748735,0.5583247103436263,1.644697461571569,-49.38926689434714,-73.79391555688355,-73.79391555688355,-3.6794433006864367,-3.6794433006864367,202.41211188092333,-69.33333333333792,,,0.9451108687749966,2.44475388170793,3.599132180649043,,
1536672600,54.49,54.545,54.24,54.36,53.061934005559806,53.71028676582218,53.061934005559806,53.71028676582218,0,0,0,0,0,56.465,52.555,57.620000000000005,51.4,53.71,53.24731510186634,52.62268489813366,54.80089138302673,53.580933728429244,56.09180763211308,53.39828870428242,8121575,0.63,0.7,0.23856388810541576,0.5381960335856903,1.7498473402347667,-74.08390034152036,-40.8017689730855,-40.8017689730855,25.182524194510588,25.182524194510588,202.41211188092333,-69.33333333333792,,,1.4176663031624883,2.404475937451246,3.5947736074672516,,
